index,title,company,location,type,salary
305,Junior Data Analyst,Serenity Healthcare,"Lehi, UT",,$44.4K - $56.2K a year
306,Board Certified Behavior Analyst (BCBA) Amhearst,Acorn Health,"Knoxville, TN",,"From $80,500 a year"
307,Senior Data Analyst,Physician's Weekly,"Basking Ridge, NJ",,"$75,000 - $90,000 a year"
308,Retail Business Analyst,"Buyers Support Group, Inc.","Minneapolis, MN",,$55.4K - $70.1K a year
309,Entry Level Data Analyst,TRESUME,"Manassas, VA",,"$50,000 - $60,000 a year"
310,Data Analyst (Warehouse Operations),The Black Tux,Remote,,"$95,000 - $105,000 a year"
311,Business Analyst,Ghritachi Inc,Remote,,$50 - $55 an hour
312,Data Analyst,Prime 8 Consulting,"Bellevue, WA",,$50 - $65 an hour
313,Data Quality Analyst,Neorithm Technologies Inc,Remote,,$50 - $70 an hour
314,Business Analyst I,Snapping Shoals EMC,"Covington, GA",,From $34.31 an hour
315,Board Certified Behavior Analyst (BCBA),"Connecting Communities, LLC","Portsmouth, VA",,$62.3K - $78.9K a year
316,Data Analyst,Korn Ferry Projects (Resume),"Mason, OH",,"From $53,000 a year"
317,Data Analyst,GC America Inc.,"Alsip, IL",,"From $65,000 a year"
318,Board Certified Behavior Analyst (BCBA),Acorn Health,"Cookeville, TN",,"From $84,000 a year"
319,Data Analyst,Wilson Elser,"White Plains, NY",,"$65,000 - $85,000 a year"
320,Business Analyst III,Corporate,Missouri,,$78.7K - $99.7K a year
321,Technical Data Analyst,"Althea US, Inc.","Goodlettsville, TN",,"$65,000 - $75,000 a year"
322,Manufacturing IT Operations Analyst,TTi Global,"Normal, IL",,$27 - $35 an hour
323,Entry Level Data Analyst,"Swivel Payment Solutions, LLC","New York, NY",,"$62,063 - $65,095 a year"
324,Data Analyst,Alliance Consumer Group,Remote,,"$45,000 - $50,000 a year"
325,Data Analyst,NET2ASPIRE,Remote,,"$65,000 - $80,000 a year"
326,Workforce Data Analyst,ASC,"New York, NY",,$65.00 - $77.31 an hour
327,Junior Data Analyst,Serenity Healthcare,"Lehi, UT",,$44.4K - $56.2K a year
328,Data Analyst (Hybrid),Theisen's Home Farm & Auto,"Dubuque, IA",Hybrid,$52.3K - $66.2K a year
329,Sourcing Analyst / Buyer,Personnel Services Unlimited,"Shelby, NC",,$19 - $21 an hour
330,IT Business Analyst II,Dynarex Corporation - IN HOUSE POSITION,"Orangeburg, NY",,$63K - $79.8K a year
331,Entry Level Data Analyst,TRESUME,"Manassas, VA",,"$50,000 - $60,000 a year"
332,Data Analyst (Warehouse Operations),The Black Tux,Remote,,"$95,000 - $105,000 a year"
333,Business Analyst,Ghritachi Inc,Remote,,$50 - $55 an hour
334,Data Analyst,Prime 8 Consulting,"Bellevue, WA",,$50 - $65 an hour
335,Junior Data Analyst,"Zartico, Inc.",Remote,,$68.1K - $86.2K a year
336,Power BI Report Analyst,SGRX,"Grosse Pointe Park, MI",,$35 - $40 an hour
337,PowerSchool Administrator/Data Analyst,Hmong College Prep Academy,"Saint Paul, MN",,$46.2K - $58.5K a year
338,IT Data and Security Support Analyst,St. Thomas School,"Medina, WA",,$31.25 - $40.86 an hour
339,Business Analyst,Clerk of the Circuit Court and County Comptroller,"Sarasota, FL",,"$62,359 - $78,317 a year"
340,Data Reporting Analyst,Physician's Weekly,"Basking Ridge, NJ",,"$60,000 - $70,000 a year"
341,Data Analyst,Wilson Elser,"White Plains, NY",,"$65,000 - $85,000 a year"
342,IT Data and Security Support Analyst,St. Thomas School,"Medina, WA",,$31.25 - $40.86 an hour
343,Sr. Business Intelligence Analyst - Office of Population Health (Hybrid),Johns Hopkins Health System,"Baltimore, MD",Hybrid,$80.4K - $102K a year
344,Business Analyst,Clerk of the Circuit Court and County Comptroller,"Sarasota, FL",,"$62,359 - $78,317 a year"
345,Entry Level Data Analyst,"Swivel Payment Solutions, LLC","New York, NY",,"$62,063 - $65,095 a year"
346,Data Analyst,Alliance Consumer Group,Remote,,"$45,000 - $50,000 a year"
347,Data Analyst,NET2ASPIRE,Remote,,"$65,000 - $80,000 a year"
348,Workforce Data Analyst,ASC,"New York, NY",,$65.00 - $77.31 an hour
349,Junior Data Analyst,Serenity Healthcare,"Lehi, UT",,$44.4K - $56.2K a year
350,Data Reporting Analyst,Physician's Weekly,"Basking Ridge, NJ",,"$60,000 - $70,000 a year"
351,CRM Business Analyst (Consultant),BrainSell,"Danvers, MA",Consultant,"$70,000 - $85,000 a year"
352,Board Certified Behavior Analyst,Aspire Living & Learning,"New Haven, CT",,"$68,000 - $79,000 a year"
353,Entry Level Data Analyst,TRESUME,"Manassas, VA",,"$50,000 - $60,000 a year"
354,Data Analyst (Warehouse Operations),The Black Tux,Remote,,"$95,000 - $105,000 a year"
355,Business Analyst,Ghritachi Inc,Remote,,$50 - $55 an hour
356,Data Analyst,Prime 8 Consulting,"Bellevue, WA",,$50 - $65 an hour
357,Junior Data Analyst,"Zartico, Inc.",Remote,,$68.1K - $86.2K a year
358,Data Analyst,SBYB Inc.,"Montgomery, IL",,$65.6K - $83K a year
359,Data Analyst,Amplify Resources Group,"Orlando, FL",,"$90,000 - $130,000 a year"
360,Lead Advanced HC Data Analyst,Driscoll Health,"Corpus Christi, TX",,$65.6K - $83.1K a year
361,Financial Data Analyst,Confidential,"Meridian, ID",,"From $75,000 a year"
362,"Analyst, 340B Program",Christiana Care Health Systems,"Wilmington, DE",,
363,Data Analyst,Wilson Elser,"White Plains, NY",,"$65,000 - $85,000 a year"
364,Logistics Pricing Analyst,"Backhaul Direct, LLC","Indianapolis, IN",,$50.5K - $64K a year
365,"Business Central (BC) Analyst, Power BI Developer",Advanced Media Technologies,"Deerfield Beach, FL",,$67.8K - $85.9K a year
366,Compensation Analyst 2,Sandia Laboratory Federal Credit Union,"Albuquerque, NM",,"$57,600 - $72,000 a year"
367,Entry Level Data Analyst,"Swivel Payment Solutions, LLC","New York, NY",,"$62,063 - $65,095 a year"
368,Data Analyst,Alliance Consumer Group,Remote,,"$45,000 - $50,000 a year"
369,Data Analyst,NET2ASPIRE,Remote,,"$65,000 - $80,000 a year"
370,Workforce Data Analyst,ASC,"New York, NY",,$65.00 - $77.31 an hour
371,Junior Data Analyst,Serenity Healthcare,"Lehi, UT",,$44.4K - $56.2K a year
372,Finance Budget Analyst,New Mexico Mutual Casualty Company,"Albuquerque, NM",,"From $59,000 a year"
373,Order Fulfillment Analyst,BlueTriton Brands,"Coppell, TX",,
374,Sr. Business Intelligence Analyst - Office of Population Health (Hybrid),Johns Hopkins Health System,"Baltimore, MD",Hybrid,$80.4K - $102K a year
375,Entry Level Data Analyst,TRESUME,"Manassas, VA",,"$50,000 - $60,000 a year"
376,Business Analyst,Ghritachi Inc,Remote,,$50 - $55 an hour
377,Data Analyst,Prime 8 Consulting,"Bellevue, WA",,$50 - $65 an hour
378,Junior Data Analyst,"Zartico, Inc.",Remote,,$68.1K - $86.2K a year
379,Business Analyst,Vastek Inc.,Remote,,$45 - $50 an hour
380,Financial Aid Data Analyst (Data Analyst 1),University of Connecticut,"Storrs, CT",,"$61,302 a year"
381,Financial and Customer Data Analyst - Onsite in Hattiesburg MS,Continental Finance Company,"Hattiesburg, MS",Onsite,$50K - $63.3K a year
382,"Data & Business Analyst, Foundation - Administration, FT,08:30A-5P",Baptist Health South Florida,"Coral Gables, FL",Full Time,"$52,217 - $67,882 a year"
383,School Based - Board Certified Behavior Analyst,Rise Behavioral Services,"Zachary, LA",,"$60,000 - $65,000 a year"
384,RCM BI Ops Analyst,Baptist Health South Florida,"Miami, FL",,"$51,099 - $66,428 a year"
385,Data Analyst,Wilson Elser,"White Plains, NY",,"$65,000 - $85,000 a year"
386,RCM BI Ops Analyst,Baptist Health South Florida,"Miami, FL",,"$51,099 - $66,428 a year"
387,Client Data Analyst,MetTel,"Holmdel, NJ",,$63.2K - $80K a year
388,Refugee Integration Data Analyst,VeloSource,Remote,,$65.5K - $82.9K a year
389,Entry Level Data Analyst,"Swivel Payment Solutions, LLC","New York, NY",,"$62,063 - $65,095 a year"
390,Data Analyst,Alliance Consumer Group,Remote,,"$45,000 - $50,000 a year"
391,Workforce Data Analyst,ASC,"New York, NY",,$65.00 - $77.31 an hour
392,Junior Data Analyst,Serenity Healthcare,"Lehi, UT",,$44.4K - $56.2K a year
393,Entry Level Data Analyst,TRESUME,"Manassas, VA",,"$50,000 - $60,000 a year"
394,Medical Data Analyst,Brazos Spine,"College Station, TX",,From $15 an hour
395,Junior Data Analyst,Affiliated Monitoring,"Union, NJ",,
396,ERP Data Conversion Analyst,Catalent,"Somerset, NJ",,$57.8K - $73.2K a year
397,Business Analyst,Ghritachi Inc,Remote,,$50 - $55 an hour
398,Data Analyst,Prime 8 Consulting,"Bellevue, WA",,$50 - $65 an hour
399,Junior Data Analyst,"Zartico, Inc.",Remote,,$68.1K - $86.2K a year
400,Business Analyst,Vastek Inc.,Remote,,$45 - $50 an hour
401,Data Analyst,New Forest Capital,Remote,,$35 - $40 an hour
402,Cartographer (Maritime GIS Analyst),National Geospatial-Intelligence Agency,"Springfield, VA",,"$53,105 - $92,995 a year"
403,Contracts Billing Analyst II,"Jack Henry and Associates, Inc.","Monett, MO",,"$35,900 - $45,000 a year"
404,Associate HR Data Analyst,Penske Truck Leasing and Logistics,"Reading, PA",,
405,Data Analyst,Josselyn,"Northfield, IL",,$53.2K - $67.3K a year
406,Data Analyst,Industrial Services Solutions,Remote,,"$55,000 - $65,000 a year"
407,AWS Data Architect,Apolis,Remote,,$80 - $90 an hour
408,SAP Solutions Architect (S/4 HANA),"Lexmark International, Inc.","Lexington, KY",,$127K - $161K a year
409,Systems Engineer (IS2629 - Navigation & Innovation Ctr.),CommuniCare Health Centers (Texas),"San Antonio, TX",,$83K - $105K a year
410,Lead Systems Architect,Resource Data,"Anchorage, AK",,"$109,000 - $131,000 a year"
411,Data Architect,Infinity Quest,Remote,,$80 - $90 an hour
412,Data Architect,Fiable Consulting,Remote,,From $65 an hour
413,AWS Data Architect,Nest Tech,"Irving, TX",,"$140,000 - $180,000 a year"
414,Data Architect,Reveille Technologies,Remote,,$70.37 - $75.00 an hour
415,Data Architect,Devcare Solutions,Remote,,From $68 an hour
416,Data Governance Lead,CoBank,"Greenwood Village, CO",,"$95,000 - $125,000 a year"
417,Smart Retail Solutions Architect,"Lexmark International, Inc.",Remote,,$121K - $153K a year
418,Enterprise Architect,"ENSCO, Inc.","Fort Washington, MD",,$128K - $162K a year
419,Looking for Data Architect || 100% Remote Position,Sunixa Solutions,Remote,Remote,$60 - $70 an hour
420,Azure Data Architect,Ismile Technologies,"Sacramento, CA",,$70 - $80 an hour
421,100% Remote Data Architect,Locks Global Staffing LLC,"Los Angeles, CA",Remote,"$110,000 - $150,000 a year"
422,Azure Data architect - NO H1B PLEASE - NEED SENIORS,Parsoft LLC,Remote,,"$91,744 - $186,430 a year"
423,Azure Data Engineer architect,Conglomerate IT,"Washington, DC",,From $50 an hour
424,Model Based Systems Engineer,The MITRE Corporation,"Fort Walton Beach, FL",,$152K - $193K a year
425,ICT Systems Engineer,Danis Construction,"Miamisburg, OH",,$68.2K - $86.3K a year
426,Data Architect,"Tentek, Inc.","Marysville, OH",,$55 - $75 an hour
427,"Solution Architect, Data",Bridgestone Americas,"Nashville, TN",,$122K - $154K a year
428,Senior Enterprise Architect,"ENSCO, Inc.","Orcutt, CA",,"$115,000 - $135,000 a year"
429,Data Architect,Infinity Quest,Remote,,$80 - $90 an hour
430,"Solution Architect, Data",Bridgestone Americas,"Nashville, TN",,$122K - $154K a year
431,Senior Enterprise Architect,"ENSCO, Inc.","Orcutt, CA",,"$115,000 - $135,000 a year"
432,Solutions Architect,Empower,Colorado,,"$118,200 - $171,375 a year"
433,Data Architect,Fiable Consulting,Remote,,From $65 an hour
434,AWS Data Architect,Nest Tech,"Irving, TX",,"$140,000 - $180,000 a year"
435,Data Architect,Reveille Technologies,Remote,,$70.37 - $75.00 an hour
436,Data Architect,Devcare Solutions,Remote,,From $68 an hour
437,Looking for Data Architect || 100% Remote Position,Sunixa Solutions,Remote,Remote,$60 - $70 an hour
438,Solutions Architect,United Wholesale Mortgage,"Pontiac, MI",,$130K - $165K a year
439,Big Data Architect - 13360 [47154],Technology Resource Group,"Auburn Hills, MI",,$127K - $161K a year
440,Enterprise Architect - Atlanta,SHI International Corp.,"Atlanta, GA",,
441,Azure Data Architect,Ismile Technologies,"Sacramento, CA",,$70 - $80 an hour
442,100% Remote Data Architect,Locks Global Staffing LLC,"Los Angeles, CA",Remote,"$110,000 - $150,000 a year"
443,Azure Data architect - NO H1B PLEASE - NEED SENIORS,Parsoft LLC,Remote,,"$91,744 - $186,430 a year"
444,Azure Data Engineer architect,Conglomerate IT,"Washington, DC",,From $50 an hour
445,Data Architect,Diverse team,"Alpharetta, GA",,$80 - $90 an hour
446,Enterprise Model-Based System Engineer Architect,"ENSCO, Inc.","El Segundo, CA",,"$90,000 - $125,000 a year"
447,Expert Application Architect - Data Platform,Delta Dental Ins.,"Oakland, CA",,$103K - $130K a year
448,Real-World AI Software Architect,Johns Hopkins Applied Physics Laboratory (APL),"Laurel, MD",,
449,Senior Associate Data Engineer,Publicis Sapient,"Houston, TX",,"$75,000 - $146,000 a year"
450,3DEXPERIENCE/Enovia PLM Technical Architect,Capgemini,Remote,,"$110,000 - $180,000 a year"
451,Data Architect,Infinity Quest,Remote,,$80 - $90 an hour
452,Helpdesk Analyst,TECHNOSYSTEMS SERVICE CORP,"Pittsburgh, PA",,$41K - $51.9K a year
453,Epic Optime/Anesthesia Consultant,Accenture,"Miami, FL",,
454,Implementation Data Engineer (East Coast Remote),Vision Government Solutions,Remote,Remote,$89.6K - $113K a year
455,AWS Data Architect,Nest Tech,"Irving, TX",,"$140,000 - $180,000 a year"
456,Data Architect,Reveille Technologies,Remote,,$70.37 - $75.00 an hour
457,Looking for Data Architect || 100% Remote Position,Sunixa Solutions,Remote,Remote,$60 - $70 an hour
458,Azure Data Architect,Ismile Technologies,"Sacramento, CA",,$70 - $80 an hour
459,100% Remote Data Architect,Locks Global Staffing LLC,"Los Angeles, CA",Remote,"$110,000 - $150,000 a year"
460,Corporate IT Systems Administrator,"CIT Trucks, LLC.","Normal, IL",,$28.00 - $37.50 an hour
461,Sr. Software Architect,Addison Group,"Washington, DC",,
462,Business Intelligence Dev,Driscoll Health,"Corpus Christi, TX",,$64.5K - $81.7K a year
463,Azure Data architect - NO H1B PLEASE - NEED SENIORS,Parsoft LLC,Remote,,"$91,744 - $186,430 a year"
464,Azure Data Engineer architect,Conglomerate IT,"Washington, DC",,From $50 an hour
465,Solutions/Data Architect REMOTE,"St Jardins - Richmond, VA",Remote,Remote,From $80 an hour
466,Sr. Data Warehouse Architect,Intone Networks,"New York, NY",,$80 - $90 an hour
467,ETL Data Warehouse Architect,Evurge Solutions,"Albany, NY",,Up to $93.15 an hour
468,Data Architect,Horizon Tech Recruiters,Remote,,"Up to $200,000 a year"
469,Data Integration Architect,Oscar Mike,"Dallas, TX",,
470,Database Engineer,Illumination Works,Remote,,"$75,000 - $110,000 a year"
471,Cloud Engineer,"Willcox & Savage, P.C.","Norfolk, VA",,$67.4K - $85.3K a year
472,Data Architect,Hertz,"Estero, FL",,
473,Data Architect,Infinity Quest,Remote,,$80 - $90 an hour
474,Google Cloud Platform Architect,The Judge Group,"Detroit, MI",,
475,IT Solutions Architect,Restoration Management Company,"Anaheim, CA",,"$86,920 - $167,280 a year"
476,Solutions Architect,Thorndale Partners,"La Vergne, TN",,"$140,000 - $150,000 a year"
477,Looking for Data Architect || 100% Remote Position,Sunixa Solutions,Remote,Remote,$60 - $70 an hour
478,Azure Data Architect,Ismile Technologies,"Sacramento, CA",,$70 - $80 an hour
479,100% Remote Data Architect,Locks Global Staffing LLC,"Los Angeles, CA",Remote,"$110,000 - $150,000 a year"
480,Azure Data architect - NO H1B PLEASE - NEED SENIORS,Parsoft LLC,Remote,,"$91,744 - $186,430 a year"
481,Azure Data Engineer architect,Conglomerate IT,"Washington, DC",,From $50 an hour
482,Data Engineer,Bay & Bay Transportation,"Eagan, MN",,"$100,000 - $150,000 a year"
483,Sr. Network Administrator,CONFIDENTIAL,"Minneapolis, MN",,"From $110,000 a year"
484,Solutions Architect,Comcast,"Centennial, CO",,
485,Solutions/Data Architect REMOTE,"St Jardins - Richmond, VA",Remote,Remote,From $80 an hour
486,Sr. Data Warehouse Architect,Intone Networks,"New York, NY",,$80 - $90 an hour
487,ETL Data Warehouse Architect,Evurge Solutions,"Albany, NY",,Up to $93.15 an hour
488,Senior Data Architect with Snowflake,KPI Partners,Remote,,$50.79 - $65.47 an hour
489,Sr. Data Architect,Dutech,"Huntsville, TX",,$70 - $80 an hour
490,SharePoint Knowledge Manager,Summit Technical Solutions (STS),"Barksdale AFB, LA",,"From $65,000 a year"
491,Data Engineer,Zoll Medical Corporation,"Broomfield, CO",,"$125,000 - $140,000 a year"
492,Workday Financials Delivery Lead - CMT or Retail,Accenture,"Miami, FL",,
493,Solutions Architect,"Red Cedar Consultancy, LLC","Washington, DC",,"From $165,000 a year"
494,API Developer,Rule One Brands,"Moreland, GA",,"$105,000 - $115,000 a year"
495,Looking for Data Architect || 100% Remote Position,Sunixa Solutions,Remote,Remote,$60 - $70 an hour
496,AS/400 Architect,Addison Group,"Austin, TX",,
497,"technical product manager sr, Commerce API Platform, - ST",Starbucks,"Seattle, WA",,
498,Senior Full Stack Developer,"LARC STAFFING, LLC","Huntsville, AL",,"$110,000 - $140,000 a year"
499,Azure Data Architect,Ismile Technologies,"Sacramento, CA",,$70 - $80 an hour
500,100% Remote Data Architect,Locks Global Staffing LLC,"Los Angeles, CA",Remote,"$110,000 - $150,000 a year"
501,Azure Data Engineer architect,Conglomerate IT,"Washington, DC",,From $50 an hour
502,Solutions/Data Architect REMOTE,"St Jardins - Richmond, VA",Remote,Remote,From $80 an hour
503,Sr. Data Warehouse Architect,Intone Networks,"New York, NY",,$80 - $90 an hour
504,IT Solution Architect,Academy Sports + Outdoors,"Katy, TX",,
505,Technical Product Manager Sr - Customer Marketing Data,Starbucks,"Seattle, WA",,
506,Sr Enterprise Application Engineer,GE Aviation,"Cincinnati, OH",,$66K - $83.6K a year
507,ETL Data Warehouse Architect,Evurge Solutions,"Albany, NY",,Up to $93.15 an hour
508,Senior Data Architect with Snowflake,KPI Partners,Remote,,$50.79 - $65.47 an hour
509,Sr. Data Architect,Dutech,"Huntsville, TX",,$70 - $80 an hour
510,Sr. Data Architect,Acquaintek Inc,"Sacramento, CA",,$138K - $175K a year
511,Data Warehouse Architect,Xforia,"New York, NY",,$80 an hour
512,UKG Pro Solution Architect,Accenture,"Miami, FL",,
513,Data Pipeline Engineer,"iSpecimen, Inc.","Lexington, MA",,"$90,000 - $120,000 a year"
514,"Data Engineering Team Lead, Full-Time, Marlboro or Chelmsford, Hybrid",Digital Federal Credit Union / DCU,"Marlborough, MA",Hybrid,"$145,000 - $165,000 a year"
515,"Architect 4, Software Architecture - 2202",Comcast,"Philadelphia, PA",,
516,Data Analyst,Autonation,"West Harrison, NY",,"$100,000 - $110,000 a year"
517,Looking for Data Architect || 100% Remote Position,Sunixa Solutions,Remote,Remote,$60 - $70 an hour
518,NetSuite Developer,Scandia Company,"Centerville, UT",,"$100,000 - $200,000 a year"
519,MES Application Architect,The Judge Group,"Park City, IL",,
520,Cloud Architect,"Relatient, LLC",Remote,,
521,Azure Data Architect,Ismile Technologies,"Sacramento, CA",,$70 - $80 an hour
522,100% Remote Data Architect,Locks Global Staffing LLC,"Los Angeles, CA",Remote,"$110,000 - $150,000 a year"
523,Azure Data Engineer Architect,Conglomerate IT,"Washington, DC",,From $50 an hour
524,Solutions/Data Architect REMOTE,"St Jardins - Richmond, VA",Remote,Remote,From $80 an hour
525,Sr. Data Warehouse Architect,Intone Networks,"New York, NY",,$80 - $90 an hour
526,Sr. AWS Solutions Architect,"stackArmor, Inc","McLean, VA",,"$150,000 - $185,000 a year"
527,SAP BASIS HANA Admin Remote Hybrid (Sr. ADA) (JO#5681),Judicial Council of California,"San Francisco, CA",Hybrid,"$8,357 - $12,535 a month"
528,AS/400 Architect,Addison Group,"Austin, TX",,
529,ETL Data Warehouse Architect,Evurge Solutions,"Albany, NY",,Up to $93.15 an hour
530,Senior Data Architect with Snowflake,KPI Partners,Remote,,$50.79 - $65.47 an hour
531,Sr. Data Architect,Dutech,"Huntsville, TX",,$70 - $80 an hour
532,Sr. Data Architect,Acquaintek Inc,"Sacramento, CA",,$138K - $175K a year
533,Data Warehouse Architect,Xforia,"New York, NY",,$80 an hour
534,SR. CLOUD OPERATIONS SPECIALIST (REMOTE IN CA),University of California Office of the President,"Oakland, CA",Remote,$520 a week
535,Business Analyst / End User Technology,The Judge Group,"Johnston, RI",,
536,Senior Software Engineer (AWS Cloud Architect),Lighthouse Worldwide Solutions,"Fremont, CA",,"From $120,000 a year"
537,Azure Administrator- Onsite,5iron,"Franklin, TN",Onsite,"$80,000 - $100,000 a year"
538,Product Architect Solutions Engineering,T-Mobile,"Reston, VA",,$117K - $148K a year
539,Azure Data Architect,Ismile Technologies,"Sacramento, CA",,$70 - $80 an hour
540,REMOTE Workday Architect,Tential,Remote,Remote,$115K - $146K a year
541,Technical Salesforce Architect,Accounting Seed Inc.,Remote,,"$130,000 a year"
542,Senior Data Modeler,Uline,"Pleasant Prairie, WI",,$97K - $123K a year
543,100% Remote Data Architect,Locks Global Staffing LLC,"Los Angeles, CA",Remote,"$110,000 - $150,000 a year"
544,Azure Data Engineer architect,Conglomerate IT,"Washington, DC",,From $50 an hour
545,Solutions/Data Architect REMOTE,"St Jardins - Richmond, VA",Remote,Remote,From $80 an hour
546,Sr. Data Warehouse Architect,Intone Networks,"New York, NY",,$80 - $90 an hour
547,ETL Data Warehouse Architect,Evurge Solutions,"Albany, NY",,Up to $93.15 an hour
548,Senior Data Architect,Sean Ryan Associates,"Bedminster, NJ",,$130K - $165K a year
549,Senior Database Engineer,United Auto Credit Corporation,"Fort Worth, TX",,"$110,000 - $120,000 a year"
550,Corporate Solutions Engineer,"South Texas Electric Cooperative, Inc.","Nursery, TX",,"From $95,000 a year"
551,Senior Data Architect with Snowflake,KPI Partners,Remote,,$50.79 - $65.47 an hour
552,Sr. Data Architect,Acquaintek Inc,"Sacramento, CA",,$138K - $175K a year
553,Data Warehouse Architect,Xforia,"New York, NY",,$80 an hour
554,Big Data Architect-Onsite,Digital Dhara LLC,"Philadelphia, PA",Onsite,$60.21 - $80.13 an hour
555,Amazon Solution Architect,Quant Solutions,Remote,,"$140,000 - $190,000 a year"
556,API Solution Architect,Bridgestone Americas,"Nashville, TN",,$111K - $140K a year
557,"Principal Developer, Technology",Finra,"Rockville, MD",,"$119,400 a year"
558,Sr Power Platform Developer,VI-JON,"St. Louis, MO",,$101K - $128K a year
559,Sr Big Data/Data Engineer,Enhance IT,"Atlanta, GA",,
560,Axiom Application Architect,AmeriCloud Solutions Inc,"Chicago, IL",,"$100,000 - $120,000 a year"
561,Azure Data Architect,Ismile Technologies,"Sacramento, CA",,$70 - $80 an hour
562,Senior AWS Data Engineer / Analyst,Stand Up Wireless,Remote,,"$95,000 - $115,000 a year"
563,Data Warehouse Architect,The Judge Group,"Fayetteville, AR",,
564,Full Stack Developer - Data & Analytics,Hertz,"Estero, FL",,
565,100% Remote Data Architect,Locks Global Staffing LLC,"Los Angeles, CA",Remote,"$110,000 - $150,000 a year"
566,Azure Data Engineer Architect,Conglomerate IT,"Washington, DC",,From $50 an hour
567,Solutions/Data Architect REMOTE,"St Jardins - Richmond, VA",Remote,Remote,From $80 an hour
568,Sr. Data Warehouse Architect,Intone Networks,"New York, NY",,$80 - $90 an hour
569,ETL Data Warehouse Architect,Evurge Solutions,"Albany, NY",,Up to $93.15 an hour
570,Associate Cloud Developer,"Morse Data Enterprises, LLC",Remote,,"$50,000 - $100,000 a year"
571,"Engineer 4, Software Development & Engineering",Comcast,"Philadelphia, PA",,
572,Systems Engineer 2022-1058,Ardent Eagle Solutions,"Tampa, FL",,$81.8K - $104K a year
573,Senior Data Architect with Snowflake,KPI Partners,Remote,,$50.79 - $65.47 an hour
574,Sr. Data Architect,Acquaintek Inc,"Sacramento, CA",,$138K - $175K a year
575,Data Warehouse Architect,Xforia,"New York, NY",,$80 an hour
576,Big Data Architect-Onsite,Digital Dhara LLC,"Philadelphia, PA",Onsite,$60.21 - $80.13 an hour
577,Amazon Solution Architect,Quant Solutions,Remote,,"$140,000 - $190,000 a year"
578,Technical Program Manager,Penguin Computing,Remote,,"$105,840 - $132,300 a year"
579,Workday Financials Consultant,Harvey Nash,Remote,,
580,"VP, Manager of Systems Engineering",OTC Markets Group Inc,"New York, NY",,"$200,000 - $250,000 a year"
581,Sr. Solutions Architect,Improvix Technologies,"Reston, VA",,"$185,000 - $210,000 a year"
582,Cloud Developer,"Morse Data Enterprises, LLC",Remote,,"$80,000 - $150,000 a year"
583,Azure Data Architect,Ismile Technologies,"Sacramento, CA",,$70 - $80 an hour
584,Sr. Solutions Architect,Improvix Technologies,"Reston, VA",,"$185,000 - $210,000 a year"
585,Cloud Developer,"Morse Data Enterprises, LLC",Remote,,"$80,000 - $150,000 a year"
586,Foundry Training MI Systems Architect / Logistician - Senior,CACI,"Fort Belvoir, VA",,
587,100% Remote Data Architect,Locks Global Staffing LLC,"Los Angeles, CA",Remote,"$110,000 - $150,000 a year"
588,Azure Data Engineer architect,Conglomerate IT,"Washington, DC",,From $50 an hour
589,Sr. Data Warehouse Architect,Intone Networks,"New York, NY",,$80 - $90 an hour
590,ETL Data Warehouse Architect,Evurge Solutions,"Albany, NY",,Up to $93.15 an hour
591,Senior Data Architect with Snowflake,KPI Partners,Remote,,$50.79 - $65.47 an hour
592,Senior Security Architect,Ephesus Solutions,"Mount Juliet, TN",,"$150,000 - $165,000 a year"
593,Engineer 4 - Full Stack Development,Comcast,"Washington, DC",,
594,Unified Communications Support Specialist,VERSA Integrated Solutions,"Bethesda, MD",,"$70,000 - $75,000 a year"
595,Data Warehouse Architect,Xforia,"New York, NY",,$80 an hour
596,Big Data Architect-Onsite,Digital Dhara LLC,"Philadelphia, PA",Onsite,$60.21 - $80.13 an hour
597,Amazon Solution Architect,Quant Solutions,Remote,,"$140,000 - $190,000 a year"
598,Enterprise Architect,DSM Infocom,Remote,,$80 - $100 an hour
599,Data Architect,OFFSHORE HCL GLOBAL SYSTEMS INDIA PRIVATE LIMITED,"Orlando, FL",,$85 - $90 an hour
600,MS SQL Developer,The Hire Method LLC,"Latham, NY",,"$75,000 - $100,000 a year"
601,Technical Product Manager,"RE/MAX, LLC",Remote,,"$100,000 - $130,000 a year"
602,Business Systems Analyst,InnovaSystems,"Norfolk, VA",,"$50,000 - $60,000 a year"
603,Senior Architect,Citizens,"Johnston, RI",,
604,Comcast Cybersecurity: Cloud Security Engineer 3,Comcast,"Philadelphia, PA",,
605,Azure Data Architect,Ismile Technologies,"Sacramento, CA",,$70 - $80 an hour
606,Sr. Software Engineer,"InnovaSystems International, LLC","Alexandria, VA",,"$150,000 - $170,000 a year"
607,IT Report Developer Senior (Epic BID),University Hospitals,"Shaker Heights, OH",,$63.7K - $80.6K a year
608,Junior iOS Developer,Enhance IT,"New York, NY",,
609,100% Remote Data Architect,Locks Global Staffing LLC,"Los Angeles, CA",Remote,"$110,000 - $150,000 a year"
610,Azure Data Engineer architect,Conglomerate IT,"Washington, DC",,From $50 an hour
611,Sr. Data Warehouse Architect,Intone Networks,"New York, NY",,$80 - $90 an hour
612,Senior Data Architect with Snowflake,KPI Partners,Remote,,$50.79 - $65.47 an hour
613,Data Warehouse Architect,Xforia,"New York, NY",,$80 an hour
614,AWS Cloud Architect,NTT DATA,"Rockville, MD",,
